"('TRACCVZ128F4291A8A', 'info')","('Deep Sea Creature', 'Mastodon', (173.205, -3.306))"
"('TRACCMH128F428E4CD', 'info')","('No Quieras Marcharte', 'Los Chichos', (150.955, -10.764))"
"('TRACCSW128F148C7C3', 'info')","('If I...', 'Foxy Brown', (93.056, -9.035))"
"('TRACCXJ128F428F0CF', 'info')","(""Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?"", 'Ramón Vargas;Vladimir Jurowski', (127.113, -23.095))"
"('TRACCVS12903D014F8', 'info')","('Ad Te Clamamus Exsvles Mortva Liberi', 'Enthroned', (90.66, -20.359))"
"('TRACCKS128F42B77AE', 'info')","('Murder One', 'Bone Thugs-N-Harmony', (101.167, -5.724))"
"('TRACCQM12903CACC1E', 'info')","('On My Feet Again', 'Utopia', (173.841, -10.653))"
"('TRACCUS128F92E1FEB', 'info')","('Bedroom Acoustics', 'Muse', (127.547, -20.816))"
"('TRACCJA128F149A144', 'info')","('Segredo', 'João Gilberto', (127.782, -29.75))"
"('TRACCGB12903CD1B90', 'info')","('Sajana (Ft Faheem Mazhar)', 'Niraj Chag', (90.013, -5.644))"
"('TRACCXJ128F92E984B', 'info')","('Theresa', 'Portable', (116.005, -18.152))"
"('TRACCEJ128F93257ED', 'info')","(""Story Of An Artist (Don't Be Scared)"", 'Daniel Johnston', (106.742, -12.743))"
"('TRACCMO12903CA4168', 'info')","('D Shuffle Jam (Part 2)', 'Christian McBride', (121.201, -9.479))"
"('TRACCVN128F92DAE3D', 'info')","('Ju Ju', 'String Trio Of New York', (130.316, -18.245))"
"('TRACCOK128F932AF52', 'info')","('When I Was A Cowboy (Western Plains) (LP Version)', 'Jim Kweskin', (160.981, -15.279))"
"('TRACCLY12903CDD7C4', 'info')","('I Destructor (Lenny Dee Mix)', 'Ultraviolence', (174.57, -9.249))"
"('TRACJJZ12903CCBCDA', 'info')","('No Survivors', 'Speedball', (159.702, -9.191))"
"('TRACJPW128F932CA4C', 'info')","('Her Golden Robe In Silence Veiled', 'Autumnblaze', (119.428, -9.033))"
"('TRACJWY12903CB7DBF', 'info')","('Same Old Song', 'Kris Kristofferson', (74.809, -11.663))"
"('TRACJHJ128F1489FAB', 'info')","('The Ride (Album)', 'Cinder', (157.909, -5.025))"
"('TRACJVF128F92D2DB3', 'info')","('Two Little Fishes_ Five Loaves Of Bread', 'Sister Rosetta Tharpe', (89.995, -11.459))"
"('TRACJDX12903CD4917', 'info')","('Church Hangover', 'George Lopez', (101.455, -16.724))"
"('TRACJKR12903D02C75', 'info')","('I Got Stripes (Live)', 'Johnny Cash', (118.041, -7.087))"
"('TRACJVT12903CB0F49', 'info')","('The Greed Of Our Stare', 'Hatesex', (180.129, -8.506))"
"('TRACJOQ12903CBBB64', 'info')","('The Contracting Perception Of Consciousness', 'Rui Da Silva', (123.007, -12.161))"
"('TRACIJF128F424317B', 'info')","('Post-Toxic Finger Disorder', 'Tim Exile', (141.836, -4.379))"
"('TRACIOB128F4296D0F', 'info')","('Qui Donc A Changé ?', 'Marcel Mouloudji', (77.5, -14.711))"
"('TRACIKJ128F4226ABA', 'info')","('Lotus Kiss', 'Alex Theory', (100.295, -10.56))"
"('TRACICJ128F14ADFB8', 'info')","('So Many Books ... (The Word Album Version)', 'Michael Card', (122.403, -7.005))"
"('TRACIIS128F425DF68', 'info')","(""Drummer's Circle"", 'Megadrums', (118.713, -15.777))"
"('TRACIEF128F4270573', 'info')","('What Would You Do', 'Walter Jackson', (78.453, -12.839))"
"('TRACILD128F930AF53', 'info')","('Intro', 'Bizzy Bone Presents', (81.901, -7.837))"
"('TRACISV12903D13877', 'info')","(""When You're Hot_ You're Hot"", 'Jerry Reed', (201.951, -4.994))"
"('TRACIIZ128EF34E497', 'info')","('Kong', 'Justin', (81.38, -12.586))"
"('TRACHAL128F427DD25', 'info')","('When Those Two Towers Fell', 'New Roanoke Jug Band', (96.212, -13.873))"
"('TRACHZE12903CD95D2', 'info')","('Ignis', 'Floor', (144.803, -9.105))"
"('TRACHOZ12903CCA8B3', 'info')","('Close Up', 'Charles Williams', (102.95, -14.493))"
"('TRACHTO12903CBE58B', 'info')","('Bo Diddley', 'The Animals_ Sonny Boy Williamson', (81.111, -9.492))"
"('TRACHKX128F934B07A', 'info')","(""I'm Not Done"", 'Fever Ray', (64.811, -9.074))"
"('TRACHHO12903CF8CCA', 'info')","('La Sitiera', 'Orquesta Broadway', (95.243, -8.612))"
"('TRACHYC12903CEAAB6', 'info')","('Teenage Baby (Digitally Remastered)', 'T-Bone Walker', (162.855, -11.124))"
"('TRACHTD128F92EE238', 'info')","('It Must Be', 'David Martin', (133.925, -8.57))"
"('TRACHHH128E0788A35', 'info')","('Big Business', 'Dilated Peoples', (165.546, -8.225))"
"('TRACHFO12903CB3009', 'info')","('Shadow', 'Warren Barfield', (117.985, -6.748))"
"('TRACHYA128F931BF87', 'info')","('The Truth', 'MN', (136.95, -12.371))"
"('TRACHSH12903CEBC2C', 'info')","(""Sittin' On Top of the Wolrd"", 'Bob Wills', (95.655, -15.653))"
"('TRACXJP128F92E3693', 'info')","('Oh Oh Oh Baby', 'Checkers', (135.048, -13.42))"
"('TRACXHQ12903D11ED1', 'info')","('Adios...Borron Y Cuenta Nueva', 'Los Iracundos', (92.785, -7.582))"
"('TRACXIQ128F92E25AB', 'info')","('A Hard Road', 'John And The Bluesbreakers Mayall', (94.304, -6.356))"
"('TRACXIF128F425E206', 'info')","('San Xuan', 'Hevia', (125.02, -5.764))"
"('TRACXOY128F934CEDC', 'info')","(""Isn't That Just Like God (Low Key Performance Track Without Background Vocals)"", 'Babbie Mason', (141.022, -17.263))"
"('TRACXYU128F425EEE8', 'info')","('Le Zoo De Vincennes', 'Benabar', (88.018, -11.258))"
"('TRACXTK128F92CC024', 'info')","('Christina Christina Blues', 'Champion Jack Dupree', (95.026, -21.723))"
"('TRACXGH128F931686C', 'info')","('Crimson And Clover', 'Tommy James & The Shondells', (167.841, -11.359))"
"('TRACXHN12903CD2B4C', 'info')","('Barrage', 'Charles Williams', (74.666, -12.91))"
"('TRACXRL128F9317EAE', 'info')","('Mele Wich Ayee (Shaan Remix)', 'Bally Sagoo', (111.901, -12.392))"
"('TRACXDB12903CA4432', 'info')","('XI GUAN LIANG GE REN', 'Jerry Yan', (117.892, -10.803))"
"('TRACXUW128F93093F5', 'info')","('Faithful and True (Collectors Version)', 'Z.Z. Hill', (73.545, -8.301))"
"('TRACXQB128F42A7FA1', 'info')","('Laughed At The Judge', 'The Grease Band', (123.891, -16.021))"
"('TRACXGV128F9349C63', 'info')","('Outro Duction', 'Marcus Miller', (78.382, -13.227))"
"('TRACOVO128F1470021', 'info')","('He Put The Hurt On Me', 'Tina Britt', (118.835, -7.162))"
"('TRACOSS12903CE4724', 'info')","('Murderous Style', 'X-Static', (98.645, -12.139))"
"('TRACOGY128F92FE95C', 'info')","(""You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version)"", 'Gary Morris', (81.809, -12.584))"
"('TRACONJ128F4272091', 'info')","('Eu vi a maquina voadora', 'Silvério Pessoa', (95.997, -11.448))"
"('TRACOUL128F425BDE0', 'info')","('Music Reach (1/2/3/4) (Remastered)', 'The Prodigy', (215.916, -5.434))"
"('TRACOSY128F92F12B7', 'info')","('I Will Always Love You', 'Deborah Allen', (67.904, -11.156))"
"('TRACOAF128F145D996', 'info')","('Colonel Brown (1999 Digital Remaster)', 'Tomorrow', (138.028, -11.216))"
"('TRACOTY128F930BCFA', 'info')","('The Tide Is High - Original', 'John Holt', (166.05, -13.898))"
"('TRACOBC128F4266853', 'info')","('Heart Half Empty', 'Ty Herndon;Stephanie Bentley', (74.166, -7.688))"
"('TRACOIZ128F933E368', 'info')","('My Greatest Desire', 'Faye Adams', (110.323, -11.508))"
"('TRACOHQ128F424C5EF', 'info')","('The Flame', 'Chimaira', (150.11, -4.238))"
"('TRACOLN12903CCAF8B', 'info')","(""Sta giu' (feat. Dj Rockdrive)"", 'Cali', (187.716, -4.184))"
"('TRACOTC128F1455F32', 'info')","('The Truth Forever', 'The Master Musicians of Jajouka featuring Bachir Attar', (131.578, -15.926))"
"('TRACMKA12903CB078D', 'info')","('Walk With Me', 'Angélla Christie', (111.465, -8.665))"
"('TRACMXG12903CA2541', 'info')","('Everything You Touch Is a Song', 'The Winans', (102.328, -13.792))"
"('TRACMJP128F9349362', 'info')","('A Brazilian in New York', 'Luiz Bonfa', (105.813, -18.713))"
"('TRACMYR128F425EE37', 'info')","('De Tree Little Pigs', 'Mario Rosenstock', (79.09, -5.849))"
"('TRACMMG128F146D705', 'info')","('Get On Top (Album Version)', 'Red Hot Chili Peppers', (76.986, -1.479))"
"('TRACMCG128F92CE225', 'info')","('Upon The Shores [Explicit]', 'Trivium', (100.604, -3.973))"
"('TRACMAD128F429742B', 'info')","('Slimy Little Troll', 'Mack and Jamie', (186.13, -15.755))"
"('TRACMJZ128F92FD86B', 'info')","('Mumbo Jumbo (jazz)', 'Chris Standring', (97.959, -9.449))"
"('TRACMZA128F423DD3E', 'info')","('First Blood', 'Jerry Goldsmith', (77.306, -18.719))"
"('TRACMVZ128F429AE0E', 'info')","('Do You Ever Think Of Me', 'Gordon MacRae', (77.929, -16.215))"
